"ï..rev_type","calendar_year","agency","sub_type","sub_type_name","amount"
"Revenue from other activities",2013,"UNODC","R04","Revenue from other activities",3224000
"Revenue from other activities",2013,"UNOPS","R04","Revenue from other activities",711170000
"Revenue from other activities",2013,"UNRWA","R04","Revenue from other activities",56765877
"Revenue from other activities",2013,"UNU","R04","Revenue from other activities",37056000
"Revenue from other activities",2013,"UNWOMEN","R04","Revenue from other activities",5077423
"Revenue from other activities",2013,"UNWTO","R04","Revenue from other activities",3526774.32
"Revenue from other activities",2013,"UPU","R04","Revenue from other activities",9373594.31
"Revenue from other activities",2013,"WFP","R04","Revenue from other activities",154995558.5
"Revenue from other activities",2013,"WHO","R04","Revenue from other activities",78812010
"Revenue from other activities",2013,"WIPO","R04","Revenue from other activities",367923532.7
"Revenue from other activities",2013,"WMO","R04","Revenue from other activities",3948463.71
"Revenue from other activities",2013,"WTO","R04","Revenue from other activities",55701717.87
"Revenue from other activities",2014,"DPKO","R04","Revenue from other activities",54848000
"Revenue from other activities",2014,"FAO","R04","Revenue from other activities",46392000
"Revenue from other activities",2014,"IAEA","R04","Revenue from other activities",8472735.97
"Revenue from other activities",2014,"ICAO","R04","Revenue from other activities",17976357.72
"Revenue from other activities",2014,"ILO","R04","Revenue from other activities",21200000
"Revenue from other activities",2014,"IMO","R04","Revenue from other activities",20086601.54
"Revenue from other activities",2014,"IOM","R04","Revenue from other activities",141028596
"Revenue from other activities",2014,"ITC","R04","Revenue from other activities",1164000
"Revenue from other activities",2014,"ITU","R04","Revenue from other activities",59387077.08
"Revenue from other activities",2014,"PAHO","R04","Revenue from other activities",743790000
"Revenue from other activities",2014,"UN","R04","Revenue from other activities",105841785.7
"Revenue from other activities",2014,"UNAIDS","R04","Revenue from other activities",6867285
"Revenue from other activities",2014,"UNDP","R04","Revenue from other activities",356470483
"Revenue from other activities",2014,"UNEP","R04","Revenue from other activities",6369268
"Revenue from other activities",2014,"UNESCO","R04","Revenue from other activities",50109167
"Revenue from other activities",2014,"UNFPA","R04","Revenue from other activities",61476000
"Revenue from other activities",2014,"UNHABITAT","R04","Revenue from other activities",4051000
"Revenue from other activities",2014,"UNHCR","R04","Revenue from other activities",20734755.79
"Revenue from other activities",2014,"UNICEF","R04","Revenue from other activities",94074687.3
"Revenue from other activities",2014,"UNIDO","R04","Revenue from other activities",41341.39
"Revenue from other activities",2014,"UNITAR","R04","Revenue from other activities",9224831.5
"Revenue from other activities",2014,"UNODC","R04","Revenue from other activities",7620056
"Revenue from other activities",2014,"UNOPS","R04","Revenue from other activities",670003000
"Revenue from other activities",2014,"UNRWA","R04","Revenue from other activities",20992963
"Revenue from other activities",2014,"UNU","R04","Revenue from other activities",6187000
"Revenue from other activities",2014,"UNWOMEN","R04","Revenue from other activities",2412556
"Revenue from other activities",2014,"UNWTO","R04","Revenue from other activities",4112282.74
"Revenue from other activities",2014,"UPU","R04","Revenue from other activities",15590008.49
"Revenue from other activities",2014,"WFP","R04","Revenue from other activities",69267054.18
"Revenue from other activities",2014,"WHO","R04","Revenue from other activities",34300639
"Revenue from other activities",2014,"WIPO","R04","Revenue from other activities",347907605.4
"Revenue from other activities",2014,"WMO","R04","Revenue from other activities",4349737.39
"Revenue from other activities",2014,"WTO","R04","Revenue from other activities",24566049.3
"Revenue from other activities",2015,"DPKO","R04","Revenue from other activities",71850000
"Revenue from other activities",2015,"FAO","R04","Revenue from other activities",10288000
"Revenue from other activities",2015,"IAEA","R04","Revenue from other activities",4661955.14
"Revenue from other activities",2015,"ICAO","R04","Revenue from other activities",22635285.2
"Revenue from other activities",2015,"ILO","R04","Revenue from other activities",13300000
"Revenue from other activities",2015,"IMO","R04","Revenue from other activities",18963259.26
"Revenue from other activities",2015,"IOM","R04","Revenue from other activities",156663262
"Revenue from other activities",2015,"ITC","R04","Revenue from other activities",1663000
"Revenue from other activities",2015,"ITU","R04","Revenue from other activities",42623419.78
"Revenue from other activities",2015,"PAHO","R04","Revenue from other activities",613857226
"Revenue from other activities",2015,"UN","R04","Revenue from other activities",682560364
"Revenue from other activities",2015,"UNAIDS","R04","Revenue from other activities",6365170
"Revenue from other activities",2015,"UNDP","R04","Revenue from other activities",348265392
"Revenue from other activities",2015,"UNEP","R04","Revenue from other activities",871000
"Revenue from other activities",2015,"UNESCO","R04","Revenue from other activities",49528579
"Revenue from other activities",2015,"UNFPA","R04","Revenue from other activities",57280000
"Revenue from other activities",2015,"UNHABITAT","R04","Revenue from other activities",1990000
"Revenue from other activities",2015,"UNHCR","R04","Revenue from other activities",19380183.75
"Revenue from other activities",2015,"UNICEF","R04","Revenue from other activities",106205809.3
"Revenue from other activities",2015,"UNIDO","R04","Revenue from other activities",5618983.24
"Revenue from other activities",2015,"UNITAR","R04","Revenue from other activities",15575
"Revenue from other activities",2015,"UNODC","R04","Revenue from other activities",7460000
"Revenue from other activities",2015,"UNOPS","R04","Revenue from other activities",682880000
"Revenue from other activities",2015,"UNRWA","R04","Revenue from other activities",23689000
"Revenue from other activities",2015,"UNU","R04","Revenue from other activities",2439000
"Revenue from other activities",2015,"UNWOMEN","R04","Revenue from other activities",4503000
"Revenue from other activities",2015,"UNWTO","R04","Revenue from other activities",6147505.23
"Revenue from other activities",2015,"UPU","R04","Revenue from other activities",13128961.65
"Revenue from other activities",2015,"WFP","R04","Revenue from other activities",103162433.9
"Revenue from other activities",2015,"WHO","R04","Revenue from other activities",39286690
"Revenue from other activities",2015,"WIPO","R04","Revenue from other activities",357101347.9
"Revenue from other activities",2015,"WMO","R04","Revenue from other activities",3085771.95
"Revenue from other activities",2015,"WTO","R04","Revenue from other activities",22834141.27
"Revenue from other activities",2016,"DPKO","R04","Revenue from other activities",51808000
"Revenue from other activities",2016,"FAO","R04","Revenue from other activities",38613000
"Revenue from other activities",2016,"IAEA","R04","Revenue from other activities",8980150.63
"Revenue from other activities",2016,"ICAO","R04","Revenue from other activities",19126535.45
"Revenue from other activities",2016,"ILO","R04","Revenue from other activities",18800000
"Revenue from other activities",2016,"IMO","R04","Revenue from other activities",16808714.81
"Revenue from other activities",2016,"IOM","R04","Revenue from other activities",104739271
"Revenue from other activities",2016,"ITC","R04","Revenue from other activities",2516000
"Revenue from other activities",2016,"ITU","R04","Revenue from other activities",47178031.22
"Revenue from other activities",2016,"PAHO","R04","Revenue from other activities",682895704
"Revenue from other activities",2016,"UN","R04","Revenue from other activities",535372286.6
"Revenue from other activities",2016,"UNAIDS","R04","Revenue from other activities",6667158
"Revenue from other activities",2016,"UNDP","R04","Revenue from other activities",317451513
"Revenue from other activities",2016,"UNEP","R04","Revenue from other activities",32195000
"Revenue from other activities",2016,"UNESCO","R04","Revenue from other activities",45969646
"Revenue from other activities",2016,"UNFPA","R04","Revenue from other activities",56722000
"Revenue from other activities",2016,"UNHABITAT","R04","Revenue from other activities",1978219.65
"Revenue from other activities",2016,"UNHCR","R04","Revenue from other activities",15239211.64
"Revenue from other activities",2016,"UNICEF","R04","Revenue from other activities",126396849.6
"Revenue from other activities",2016,"UNIDO","R04","Revenue from other activities",5394368.38
"Revenue from other activities",2016,"UNITAR","R04","Revenue from other activities",114000
"Revenue from other activities",2016,"UNODC","R04","Revenue from other activities",11199000
"Revenue from other activities",2016,"UNOPS","R04","Revenue from other activities",789934000
"Revenue from other activities",2016,"UNRWA","R04","Revenue from other activities",65197658
"Revenue from other activities",2016,"UNU","R04","Revenue from other activities",16653156
"Revenue from other activities",2016,"UNWOMEN","R04","Revenue from other activities",7216000
"Revenue from other activities",2016,"UNWTO","R04","Revenue from other activities",4184240.68
"Revenue from other activities",2016,"UPU","R04","Revenue from other activities",24188480.98
"Revenue from other activities",2016,"WFP","R04","Revenue from other activities",137861865.9
"Revenue from other activities",2016,"WHO","R04","Revenue from other activities",56793602
"Revenue from other activities",2016,"WIPO","R04","Revenue from other activities",351414634.1
"Revenue from other activities",2016,"WMO","R04","Revenue from other activities",4897560.98
"Revenue from other activities",2016,"WTO","R04","Revenue from other activities",11030112.2
"Revenue from other activities",2017,"CTBTO","R04","Revenue from other activities",2113268
"Revenue from other activities",2017,"DPKO","R04","Revenue from other activities",79091000
"Revenue from other activities",2017,"FAO","R04","Revenue from other activities",38500213
"Revenue from other activities",2017,"IAEA","R04","Revenue from other activities",7912684.59
"Revenue from other activities",2017,"ICAO","R04","Revenue from other activities",22266023.17
"Revenue from other activities",2017,"ICC","R04","Revenue from other activities",453912.78
"Revenue from other activities",2017,"IFAD","R04","Revenue from other activities",8512000
"Revenue from other activities",2017,"ILO","R04","Revenue from other activities",20684803
"Revenue from other activities",2017,"IMO","R04","Revenue from other activities",18802636.61
"Revenue from other activities",2017,"IOM","R04","Revenue from other activities",100289705
"Revenue from other activities",2017,"ITC","R04","Revenue from other activities",1240858
"Revenue from other activities",2017,"ITU","R04","Revenue from other activities",46562372.19
"Revenue from other activities",2017,"PAHO","R04","Revenue from other activities",716469705
"Revenue from other activities",2017,"UN","R04","Revenue from other activities",623014141.5
"Revenue from other activities",2017,"UNAIDS","R04","Revenue from other activities",8040694
"Revenue from other activities",2017,"UNCDF","R04","Revenue from other activities",3294563
"Revenue from other activities",2017,"UNDP","R04","Revenue from other activities",344324601
"Revenue from other activities",2017,"UNEP","R04","Revenue from other activities",25261000
"Revenue from other activities",2017,"UNESCO","R04","Revenue from other activities",70816887
"Revenue from other activities",2017,"UNFCCC","R04","Revenue from other activities",14949449
"Revenue from other activities",2017,"UNFPA","R04","Revenue from other activities",92694000
"Revenue from other activities",2017,"UNHABITAT","R04","Revenue from other activities",10673734.49
"Revenue from other activities",2017,"UNHCR","R04","Revenue from other activities",30662433.36
"Revenue from other activities",2017,"UNICEF","R04","Revenue from other activities",145744994
"Revenue from other activities",2017,"UNIDO","R04","Revenue from other activities",3286767.55
"Revenue from other activities",2017,"UNITAR","R04","Revenue from other activities",487674.28
"Revenue from other activities",2017,"UNODC","R04","Revenue from other activities",14510000
"Revenue from other activities",2017,"UNOPS","R04","Revenue from other activities",834003966
"Revenue from other activities",2017,"UNRWA","R04","Revenue from other activities",54753966
"Revenue from other activities",2017,"UNSSC","R04","Revenue from other activities",451540.94
"Revenue from other activities",2017,"UNU","R04","Revenue from other activities",58090868
"Revenue from other activities",2017,"UNWOMEN","R04","Revenue from other activities",9553000
"Revenue from other activities",2017,"UNWTO","R04","Revenue from other activities",5324177.67
"Revenue from other activities",2017,"UPU","R04","Revenue from other activities",15726451.94
"Revenue from other activities",2017,"WFP","R04","Revenue from other activities",430959733
"Revenue from other activities",2017,"WHO","R04","Revenue from other activities",179279352
"Revenue from other activities",2017,"WIPO","R04","Revenue from other activities",392178936.6
"Revenue from other activities",2017,"WMO","R04","Revenue from other activities",2013292.43
"Revenue from other activities",2017,"WTO","R04","Revenue from other activities",1948210.4
"Revenue from other activities",2018,"CTBTO","R04","Revenue from other activities",3065500
"Revenue from other activities",2018,"DPKO","R04","Revenue from other activities",96051000
"Revenue from other activities",2018,"FAO","R04","Revenue from other activities",10802345.82
"Revenue from other activities",2018,"IAEA","R04","Revenue from other activities",14591017.12
"Revenue from other activities",2018,"IARC","R04","Revenue from other activities",1608819.64
"Revenue from other activities",2018,"ICAO","R04","Revenue from other activities",27531509.16
"Revenue from other activities",2018,"ICC","R04","Revenue from other activities",652817.35
"Revenue from other activities",2018,"IFAD","R04","Revenue from other activities",64393000
"Revenue from other activities",2018,"ILO","R04","Revenue from other activities",49210897.17
"Revenue from other activities",2018,"IMO","R04","Revenue from other activities",20820544.88
"Revenue from other activities",2018,"IOM","R04","Revenue from other activities",12941248
"Revenue from other activities",2018,"ITC","R04","Revenue from other activities",1842857
"Revenue from other activities",2018,"ITU","R04","Revenue from other activities",33870221.88
"Revenue from other activities",2018,"OPCW","R04","Revenue from other activities",2735315.07
"Revenue from other activities",2018,"PAHO","R04","Revenue from other activities",702615813
"Revenue from other activities",2018,"UN","R04","Revenue from other activities",639385319.2
"Revenue from other activities",2018,"UNAIDS","R04","Revenue from other activities",5130485
"Revenue from other activities",2018,"UNCDF","R04","Revenue from other activities",3108613.88
"Revenue from other activities",2018,"UNDP","R04","Revenue from other activities",331731011
"Revenue from other activities",2018,"UNEP","R04","Revenue from other activities",3413310.05
"Revenue from other activities",2018,"UNESCO","R04","Revenue from other activities",50924109
"Revenue from other activities",2018,"UNFCCC","R04","Revenue from other activities",17184961
"Revenue from other activities",2018,"UNFPA","R04","Revenue from other activities",87263495
"Revenue from other activities",2018,"UNHABITAT","R04","Revenue from other activities",7149067.07
"Revenue from other activities",2018,"UNHCR","R04","Revenue from other activities",38896538.84
"Revenue from other activities",2018,"UNICEF","R04","Revenue from other activities",180508385
"Revenue from other activities",2018,"UNIDO","R04","Revenue from other activities",1403689.8
"Revenue from other activities",2018,"UNITAR","R04","Revenue from other activities",5694007.49
"Revenue from other activities",2018,"UNODC","R04","Revenue from other activities",19977000
"Revenue from other activities",2018,"UNOPS","R04","Revenue from other activities",942476159
"Revenue from other activities",2018,"UNRWA","R04","Revenue from other activities",34161158
"Revenue from other activities",2018,"UNSSC","R04","Revenue from other activities",315178
"Revenue from other activities",2018,"UNU","R04","Revenue from other activities",3707233
"Revenue from other activities",2018,"UNWOMEN","R04","Revenue from other activities",12391000
"Revenue from other activities",2018,"UNWTO","R04","Revenue from other activities",2634345.32
"Revenue from other activities",2018,"UPU","R04","Revenue from other activities",19306081.05
"Revenue from other activities",2018,"WFP","R04","Revenue from other activities",74758841.61
"Revenue from other activities",2018,"WHO","R04","Revenue from other activities",47220652
"Revenue from other activities",2018,"WIPO","R04","Revenue from other activities",406887107.5
"Revenue from other activities",2018,"WMO","R04","Revenue from other activities",3084093.21
"Revenue from other activities",2018,"WTO","R04","Revenue from other activities",14882197.57
"Revenue from other activities",2019,"CTBTO","R04","Revenue from other activities",3913076
"Revenue from other activities",2019,"DPKO","R04","Revenue from other activities",108462190.4
"Revenue from other activities",2019,"FAO","R04","Revenue from other activities",9970306.57
"Revenue from other activities",2019,"IAEA","R04","Revenue from other activities",11091216.52
"Revenue from other activities",2019,"IARC","R04","Revenue from other activities",1626560.27
"Revenue from other activities",2019,"ICAO","R04","Revenue from other activities",26004725.74
"Revenue from other activities",2019,"ICC","R04","Revenue from other activities",1312257.81
"Revenue from other activities",2019,"ILO","R04","Revenue from other activities",47019587.47
"Revenue from other activities",2019,"IMO","R04","Revenue from other activities",20731834.86
"Revenue from other activities",2019,"IOM","R04","Revenue from other activities",83463413.02
"Revenue from other activities",2019,"ITC","R04","Revenue from other activities",3467000
"Revenue from other activities",2019,"ITU","R04","Revenue from other activities",44733577.85
"Revenue from other activities",2019,"OPCW","R04","Revenue from other activities",3203852.66
"Revenue from other activities",2019,"PAHO","R04","Revenue from other activities",874891000
"Revenue from other activities",2019,"UN","R04","Revenue from other activities",732562886.4
"Revenue from other activities",2019,"UNAIDS","R04","Revenue from other activities",7321831
"Revenue from other activities",2019,"UNCDF","R04","Revenue from other activities",4031000
"Revenue from other activities",2019,"UNDP","R04","Revenue from other activities",356572900.4
"Revenue from other activities",2019,"UNEP","R04","Revenue from other activities",31631801.5
"Revenue from other activities",2019,"UNESCO","R04","Revenue from other activities",55166497
"Revenue from other activities",2019,"UNFCCC","R04","Revenue from other activities",15984834
"Revenue from other activities",2019,"UNFPA","R04","Revenue from other activities",105458859.4
"Revenue from other activities",2019,"UNHABITAT","R04","Revenue from other activities",23326087.47
"Revenue from other activities",2019,"UNHCR","R04","Revenue from other activities",46028012
"Revenue from other activities",2019,"UNICEF","R04","Revenue from other activities",211376989
"Revenue from other activities",2019,"UNIDO","R04","Revenue from other activities",26847007.2
"Revenue from other activities",2019,"UNITAR","R04","Revenue from other activities",7527659.02
"Revenue from other activities",2019,"UNODC","R04","Revenue from other activities",29784000
"Revenue from other activities",2019,"UNOPS","R04","Revenue from other activities",1211767043
"Revenue from other activities",2019,"UNRWA","R04","Revenue from other activities",32080869
"Revenue from other activities",2019,"UNSSC","R04","Revenue from other activities",470248
"Revenue from other activities",2019,"UNU","R04","Revenue from other activities",64397712
"Revenue from other activities",2019,"UNWOMEN","R04","Revenue from other activities",16847000
"Revenue from other activities",2019,"UNWTO","R04","Revenue from other activities",1669103.47
"Revenue from other activities",2019,"UPU","R04","Revenue from other activities",20761661.54
"Revenue from other activities",2019,"WFP","R04","Revenue from other activities",272142625.6
"Revenue from other activities",2019,"WHO","R04","Revenue from other activities",44042097
"Revenue from other activities",2019,"WIPO","R04","Revenue from other activities",439853619.3
"Revenue from other activities",2019,"WMO","R04","Revenue from other activities",2600000
"Revenue from other activities",2019,"WTO","R04","Revenue from other activities",4925834.4
"Revenue from other activities",2020,"CTBTO","R04A","Other revenue - specific to UN entity",2132984
"Revenue from other activities",2020,"DPKO","R04A","Other revenue - specific to UN entity",54399901.55
"Revenue from other activities",2020,"DPKO","R04B","Other revenue - other UN entities",17558063.96
"Revenue from other activities",2020,"DPKO","R04C","Other revenue - external to UN",46307161.76
"Revenue from other activities",2020,"FAO","R04B","Other revenue - other UN entities",1539253.57
"Revenue from other activities",2020,"FAO","R04C","Other revenue - external to UN",8294715.42
"Revenue from other activities",2020,"IAEA","R04A","Other revenue - specific to UN entity",13040490.8
"Revenue from other activities",2020,"IARC","R04A","Other revenue - specific to UN entity",2452558.28
"Revenue from other activities",2020,"ICAO","R04A","Other revenue - specific to UN entity",8387388.11
"Revenue from other activities",2020,"ICAO","R04B","Other revenue - other UN entities",94982.79
"Revenue from other activities",2020,"ICAO","R04C","Other revenue - external to UN",13666860.72
"Revenue from other activities",2020,"ICC","R04A","Other revenue - specific to UN entity",1137177.91
"Revenue from other activities",2020,"IFAD","R04A","Other revenue - specific to UN entity",79029000
"Revenue from other activities",2020,"ILO","R04A","Other revenue - specific to UN entity",48255909.73
"Revenue from other activities",2020,"IMO","R04A","Other revenue - specific to UN entity",497051.35
"Revenue from other activities",2020,"IMO","R04C","Other revenue - external to UN",13781281.08
"Revenue from other activities",2020,"IOM","R04A","Other revenue - specific to UN entity",12213847
"Revenue from other activities",2020,"IOM","R04B","Other revenue - other UN entities",3554582.45
"Revenue from other activities",2020,"IOM","R04C","Other revenue - external to UN",65246182.55
"Revenue from other activities",2020,"ITC","R04A","Other revenue - specific to UN entity",2261000
"Revenue from other activities",2020,"ITC","R04C","Other revenue - external to UN",465000
"Revenue from other activities",2020,"ITU","R04A","Other revenue - specific to UN entity",1312893.55
"Revenue from other activities",2020,"ITU","R04C","Other revenue - external to UN",36975199.32
"Revenue from other activities",2020,"OPCW","R04A","Other revenue - specific to UN entity",2253749.69
"Revenue from other activities",2020,"OPCW","R04C","Other revenue - external to UN",2169441.72
"Revenue from other activities",2020,"PAHO","R04A","Other revenue - specific to UN entity",-10165000
"Revenue from other activities",2020,"PAHO","R04C","Other revenue - external to UN",953976000
"Revenue from other activities",2020,"UN","R04A","Other revenue - specific to UN entity",834500524.3
"Revenue from other activities",2020,"UNAIDS","R04A","Other revenue - specific to UN entity",1365668
"Revenue from other activities",2020,"UNCDF","R04A","Other revenue - specific to UN entity",3243209.18
"Revenue from other activities",2020,"UNDP","R04A","Other revenue - specific to UN entity",161775322.5
"Revenue from other activities",2020,"UNDP","R04B","Other revenue - other UN entities",-32329058.41
"Revenue from other activities",2020,"UNDP","R04C","Other revenue - external to UN",207807708.4
"Revenue from other activities",2020,"UNEP","R04A","Other revenue - specific to UN entity",34220044.63
"Revenue from other activities",2020,"UNEP","R04B","Other revenue - other UN entities",138487.07
"Revenue from other activities",2020,"UNESCO","R04A","Other revenue - specific to UN entity",47310342
"Revenue from other activities",2020,"UNFCCC","R04A","Other revenue - specific to UN entity",6282554
"Revenue from other activities",2020,"UNFCCC","R04B","Other revenue - other UN entities",95771
"Revenue from other activities",2020,"UNFCCC","R04C","Other revenue - external to UN",14571851
"Revenue from other activities",2020,"UNFPA","R04A","Other revenue - specific to UN entity",113429000
"Revenue from other activities",2020,"UNHABITAT","R04A","Other revenue - specific to UN entity",16508807.29
"Revenue from other activities",2020,"UNHABITAT","R04B","Other revenue - other UN entities",104539.62
"Revenue from other activities",2020,"UNHABITAT","R04C","Other revenue - external to UN",13109141.01
"Revenue from other activities",2020,"UNHCR","R04A","Other revenue - specific to UN entity",9956699.22
"Revenue from other activities",2020,"UNHCR","R04B","Other revenue - other UN entities",1353719.22
"Revenue from other activities",2020,"UNHCR","R04C","Other revenue - external to UN",12472279.96
"Revenue from other activities",2020,"UNICEF","R04A","Other revenue - specific to UN entity",107437165.8
"Revenue from other activities",2020,"UNICEF","R04B","Other revenue - other UN entities",27684709.68
"Revenue from other activities",2020,"UNICEF","R04C","Other revenue - external to UN",110924924.3
"Revenue from other activities",2020,"UNIDO","R04A","Other revenue - specific to UN entity",708912.74
"Revenue from other activities",2020,"UNIDO","R04B","Other revenue - other UN entities",25322201.58
"Revenue from other activities",2020,"UNIDO","R04C","Other revenue - external to UN",3872295.64
"Revenue from other activities",2020,"UNITAR","R04A","Other revenue - specific to UN entity",431140.93
"Revenue from other activities",2020,"UNODC","R04A","Other revenue - specific to UN entity",13828621
"Revenue from other activities",2020,"UNODC","R04C","Other revenue - external to UN",8931401
"Revenue from other activities",2020,"UNOPS","R04A","Other revenue - specific to UN entity",11031455
"Revenue from other activities",2020,"UNOPS","R04B","Other revenue - other UN entities",332422997
"Revenue from other activities",2020,"UNOPS","R04C","Other revenue - external to UN",836770124
"Revenue from other activities",2020,"UNRWA","R04A","Other revenue - specific to UN entity",24807312.85
"Revenue from other activities",2020,"UNSSC","R04A","Other revenue - specific to UN entity",582916
"Revenue from other activities",2020,"UNU","R04A","Other revenue - specific to UN entity",53470580
"Revenue from other activities",2020,"UNU","R04B","Other revenue - other UN entities",1242389
"Revenue from other activities",2020,"UNU","R04C","Other revenue - external to UN",1520246
"Revenue from other activities",2020,"UNV","R04A","Other revenue - specific to UN entity",1006504.05
"Revenue from other activities",2020,"UNV","R04B","Other revenue - other UN entities",3586367.96
"Revenue from other activities",2020,"UNV","R04C","Other revenue - external to UN",3719120.72
"Revenue from other activities",2020,"UNWOMEN","R04A","Other revenue - specific to UN entity",12920595
"Revenue from other activities",2020,"UNWOMEN","R04B","Other revenue - other UN entities",2233649
"Revenue from other activities",2020,"UNWOMEN","R04C","Other revenue - external to UN",106404
"Revenue from other activities",2020,"UNWTO","R04A","Other revenue - specific to UN entity",543364.98
"Revenue from other activities",2020,"UNWTO","R04C","Other revenue - external to UN",387466.34
"Revenue from other activities",2020,"UPU","R04C","Other revenue - external to UN",18883886.75
"Revenue from other activities",2020,"WFP","R04A","Other revenue - specific to UN entity",320630439.2
"Revenue from other activities",2020,"WHO","R04A","Other revenue - specific to UN entity",9388431
"Revenue from other activities",2020,"WHO","R04B","Other revenue - other UN entities",9217552
"Revenue from other activities",2020,"WHO","R04C","Other revenue - external to UN",30845177
"Revenue from other activities",2020,"WIPO","R04A","Other revenue - specific to UN entity",503908738.7
"Revenue from other activities",2020,"WMO","R04A","Other revenue - specific to UN entity",-2621744.05
"Revenue from other activities",2020,"WTO","R04A","Other revenue - specific to UN entity",5251657.98
"Voluntary core (un-earmarked) contributions",2010,"IFAD","R02","Voluntary core (un-earmarked) contributions",354457000
"Voluntary core (un-earmarked) contributions",2010,"IOM","R02","Voluntary core (un-earmarked) contributions",6489949
"Voluntary core (un-earmarked) contributions",2010,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",227446000
"Voluntary core (un-earmarked) contributions",2010,"UNDP","R02","Voluntary core (un-earmarked) contributions",967132000
"Voluntary core (un-earmarked) contributions",2010,"UNEP","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2010,"UNFPA","R02","Voluntary core (un-earmarked) contributions",498100000
"Voluntary core (un-earmarked) contributions",2010,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",28320193
"Voluntary core (un-earmarked) contributions",2010,"UNHCR","R02","Voluntary core (un-earmarked) contributions",343293498.5
"Voluntary core (un-earmarked) contributions",2010,"UNICEF","R02","Voluntary core (un-earmarked) contributions",557330000
"Voluntary core (un-earmarked) contributions",2010,"UNITAR","R02","Voluntary core (un-earmarked) contributions",307365.1
"Voluntary core (un-earmarked) contributions",2010,"UNODC","R02","Voluntary core (un-earmarked) contributions",16115234
"Voluntary core (un-earmarked) contributions",2010,"UNRWA","R02","Voluntary core (un-earmarked) contributions",378137753
"Voluntary core (un-earmarked) contributions",2010,"WFP","R02","Voluntary core (un-earmarked) contributions",303833622.2
"Voluntary core (un-earmarked) contributions",2010,"WHO","R02","Voluntary core (un-earmarked) contributions",123538947
"Voluntary core (un-earmarked) contributions",2011,"IFAD","R02","Voluntary core (un-earmarked) contributions",237927000
"Voluntary core (un-earmarked) contributions",2011,"IOM","R02","Voluntary core (un-earmarked) contributions",8146560
"Voluntary core (un-earmarked) contributions",2011,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",241889000
"Voluntary core (un-earmarked) contributions",2011,"UNDP","R02","Voluntary core (un-earmarked) contributions",974803893
"Voluntary core (un-earmarked) contributions",2011,"UNEP","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2011,"UNFPA","R02","Voluntary core (un-earmarked) contributions",450700000
"Voluntary core (un-earmarked) contributions",2011,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",29158557
"Voluntary core (un-earmarked) contributions",2011,"UNHCR","R02","Voluntary core (un-earmarked) contributions",488455626.8
"Voluntary core (un-earmarked) contributions",2011,"UNICEF","R02","Voluntary core (un-earmarked) contributions",629423000
"Voluntary core (un-earmarked) contributions",2011,"UNITAR","R02","Voluntary core (un-earmarked) contributions",444484.53
"Voluntary core (un-earmarked) contributions",2011,"UNODC","R02","Voluntary core (un-earmarked) contributions",10239868
"Voluntary core (un-earmarked) contributions",2011,"UNRWA","R02","Voluntary core (un-earmarked) contributions",378221909
"Voluntary core (un-earmarked) contributions",2011,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",124614873
"Voluntary core (un-earmarked) contributions",2011,"WFP","R02","Voluntary core (un-earmarked) contributions",494530070.9
"Voluntary core (un-earmarked) contributions",2011,"WHO","R02","Voluntary core (un-earmarked) contributions",125206756
"Voluntary core (un-earmarked) contributions",2012,"FAO","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2012,"IFAD","R02","Voluntary core (un-earmarked) contributions",580158000
"Voluntary core (un-earmarked) contributions",2012,"IOM","R02","Voluntary core (un-earmarked) contributions",9231365
"Voluntary core (un-earmarked) contributions",2012,"ITC","R02","Voluntary core (un-earmarked) contributions",13352000
"Voluntary core (un-earmarked) contributions",2012,"UN","R02","Voluntary core (un-earmarked) contributions",0
"Voluntary core (un-earmarked) contributions",2012,"UNAIDS","R02","Voluntary core (un-earmarked) contributions",217419512
"Voluntary core (un-earmarked) contributions",2012,"UNDP","R02","Voluntary core (un-earmarked) contributions",884356544
"Voluntary core (un-earmarked) contributions",2012,"UNFPA","R02","Voluntary core (un-earmarked) contributions",437500000
"Voluntary core (un-earmarked) contributions",2012,"UNHABITAT","R02","Voluntary core (un-earmarked) contributions",10949737
"Voluntary core (un-earmarked) contributions",2012,"UNHCR","R02","Voluntary core (un-earmarked) contributions",699010882.5
"Voluntary core (un-earmarked) contributions",2012,"UNICEF","R02","Voluntary core (un-earmarked) contributions",1208296000
"Voluntary core (un-earmarked) contributions",2012,"UNITAR","R02","Voluntary core (un-earmarked) contributions",309077.63
"Voluntary core (un-earmarked) contributions",2012,"UNODC","R02","Voluntary core (un-earmarked) contributions",31586007
"Voluntary core (un-earmarked) contributions",2012,"UNRWA","R02","Voluntary core (un-earmarked) contributions",544074925
"Voluntary core (un-earmarked) contributions",2012,"UNWOMEN","R02","Voluntary core (un-earmarked) contributions",114086000
