"ï..agency","rev_type","sub_type","calendar_year","amount"
"ITU","Voluntary non-core (earmarked) contributions","R03",2011,10918507.6
"ITU","Voluntary non-core (earmarked) contributions","R03",2012,11024664.88
"ITU","Voluntary non-core (earmarked) contributions","R03",2013,19498554.36
"ITU","Voluntary non-core (earmarked) contributions","R03",2014,11894309.82
"ITU","Voluntary non-core (earmarked) contributions","R03",2015,5612357.22
"ITU","Voluntary non-core (earmarked) contributions","R03",2016,4745984.39
"ITU","Voluntary non-core (earmarked) contributions","R03",2017,10193118.61
"ITU","Voluntary non-core (earmarked) contributions","R03A",2018,3204602.84
"ITU","Voluntary non-core (earmarked) contributions","R03E",2018,14795422.49
"ITU","Voluntary non-core (earmarked) contributions","R03E",2019,14396905.78
"ITU","Voluntary non-core (earmarked) contributions","R03E",2020,12258339.75
"ITU","Voluntary non-core (earmarked) contributions","R03F",2019,3117866.67
"OPCW","Assessed contributions","R01",2018,71134824.2
"OPCW","Assessed contributions","R01",2019,73664862.75
"OPCW","Assessed contributions","R01",2020,73169272.39
"OPCW","Revenue from other activities","R04",2018,2735315.07
"OPCW","Revenue from other activities","R04",2019,3203852.66
"OPCW","Revenue from other activities","R04A",2020,2253749.69
"OPCW","Revenue from other activities","R04C",2020,2169441.72
"OPCW","Voluntary non-core (earmarked) contributions","R03E",2018,13821542.24
"OPCW","Voluntary non-core (earmarked) contributions","R03E",2019,17389079.24
"OPCW","Voluntary non-core (earmarked) contributions","R03E",2020,19413099.39
"PAHO","Assessed contributions","R01",2010,98325000
"PAHO","Assessed contributions","R01",2011,98325000
"PAHO","Assessed contributions","R01",2012,106245000
"PAHO","Assessed contributions","R01",2013,106245000
"PAHO","Assessed contributions","R01",2014,105620000
"PAHO","Assessed contributions","R01",2015,105620000
"PAHO","Assessed contributions","R01",2016,102392503
"PAHO","Assessed contributions","R01",2017,102392503
"PAHO","Assessed contributions","R01",2018,103225007
"PAHO","Assessed contributions","R01",2019,112047006
"PAHO","Assessed contributions","R01",2020,105275000
"PAHO","Revenue from other activities","R04",2010,10864405
"PAHO","Revenue from other activities","R04",2011,8104775
"PAHO","Revenue from other activities","R04",2012,31879400
"PAHO","Revenue from other activities","R04",2013,7443852
"PAHO","Revenue from other activities","R04",2014,743790000
"PAHO","Revenue from other activities","R04",2015,613857226
"PAHO","Revenue from other activities","R04",2016,682895704
"PAHO","Revenue from other activities","R04",2017,716469705
"PAHO","Revenue from other activities","R04",2018,702615813
"PAHO","Revenue from other activities","R04",2019,874891000
"PAHO","Revenue from other activities","R04A",2020,-10165000
"PAHO","Revenue from other activities","R04C",2020,953976000
"PAHO","Voluntary non-core (earmarked) contributions","R03",2010,740950528
"PAHO","Voluntary non-core (earmarked) contributions","R03",2011,652975711
"PAHO","Voluntary non-core (earmarked) contributions","R03",2012,778855156
"PAHO","Voluntary non-core (earmarked) contributions","R03",2013,953873929
"PAHO","Voluntary non-core (earmarked) contributions","R03",2014,876244190
"PAHO","Voluntary non-core (earmarked) contributions","R03",2015,650999124
"PAHO","Voluntary non-core (earmarked) contributions","R03",2016,600020013
"PAHO","Voluntary non-core (earmarked) contributions","R03",2017,614189946
"PAHO","Voluntary non-core (earmarked) contributions","R03C",2020,3733000
"PAHO","Voluntary non-core (earmarked) contributions","R03D",2018,461438970
"PAHO","Voluntary non-core (earmarked) contributions","R03D",2019,101211865
"PAHO","Voluntary non-core (earmarked) contributions","R03D",2020,57672000
"PAHO","Voluntary non-core (earmarked) contributions","R03E",2018,56840095
"PAHO","Voluntary non-core (earmarked) contributions","R03E",2019,21570472
"PAHO","Voluntary non-core (earmarked) contributions","R03E",2020,75408000
"UN","Assessed contributions","R01",2010,2166522053
"UN","Assessed contributions","R01",2011,2414656987
"UN","Assessed contributions","R01",2012,2412019632
"UN","Assessed contributions","R01",2013,2606141142
"UN","Assessed contributions","R01",2014,2611733160
"UN","Assessed contributions","R01",2015,2771359326
"UN","Assessed contributions","R01",2016,2548597758
"UN","Assessed contributions","R01",2017,2578222622
"UN","Assessed contributions","R01",2018,2487339605
"UN","Assessed contributions","R01",2019,3010252070
"UN","Assessed contributions","R01",2020,2953043728.92
"UN","Revenue from other activities","R04",2010,154477000
"UN","Revenue from other activities","R04",2011,90137000
"UN","Revenue from other activities","R04",2012,165142929
"UN","Revenue from other activities","R04",2013,79417878.9
"UN","Revenue from other activities","R04",2014,105841785.7
"UN","Revenue from other activities","R04",2015,682560364
"UN","Revenue from other activities","R04",2016,535372286.6
"UN","Revenue from other activities","R04",2017,623014141.5
"UN","Revenue from other activities","R04",2018,639385319.2
"UN","Revenue from other activities","R04",2019,732562886.4
"UN","Revenue from other activities","R04A",2020,834500524.3
"UN","Voluntary core (un-earmarked) contributions","R02",2012,0
"UN","Voluntary core (un-earmarked) contributions","R02",2014,0
"UN","Voluntary core (un-earmarked) contributions","R02",2016,0
"UN","Voluntary core (un-earmarked) contributions","R02",2017,1903909
"UN","Voluntary core (un-earmarked) contributions","R02A",2018,1917919
"UN","Voluntary non-core (earmarked) contributions","R03",2010,1361094000
"UN","Voluntary non-core (earmarked) contributions","R03",2011,1422298000
"UN","Voluntary non-core (earmarked) contributions","R03",2012,1387715057
"UN","Voluntary non-core (earmarked) contributions","R03",2013,1439693424
"UN","Voluntary non-core (earmarked) contributions","R03",2014,2320567967
"UN","Voluntary non-core (earmarked) contributions","R03",2015,2093877976
"UN","Voluntary non-core (earmarked) contributions","R03",2016,2062958967
"UN","Voluntary non-core (earmarked) contributions","R03",2017,2279527317
"UN","Voluntary non-core (earmarked) contributions","R03A",2018,5161255.63
"UN","Voluntary non-core (earmarked) contributions","R03A",2019,794964971.87
"UN","Voluntary non-core (earmarked) contributions","R03A",2020,703326738.08
"UN","Voluntary non-core (earmarked) contributions","R03B",2018,108364956.8
"UN","Voluntary non-core (earmarked) contributions","R03B",2019,79231768.6
"UN","Voluntary non-core (earmarked) contributions","R03B",2020,58639615.21
"UN","Voluntary non-core (earmarked) contributions","R03E",2018,2715515984.32
"UN","Voluntary non-core (earmarked) contributions","R03E",2019,1639315544.93
"UN","Voluntary non-core (earmarked) contributions","R03E",2020,1892582491.57
"UN","Voluntary non-core (earmarked) contributions","R03F",2018,69133177.3
"UN","Voluntary non-core (earmarked) contributions","R03F",2019,93678994.21
"UN","Voluntary non-core (earmarked) contributions","R03F",2020,71965336.64
"UNAIDS","Revenue from other activities","R04",2010,4794000
"UNAIDS","Revenue from other activities","R04",2011,4946000
"UNAIDS","Revenue from other activities","R04",2012,5670510
"UNAIDS","Revenue from other activities","R04",2013,3126813
"UNAIDS","Revenue from other activities","R04",2014,6867285
"UNAIDS","Revenue from other activities","R04",2015,6365170
"UNAIDS","Revenue from other activities","R04",2016,6667158
"UNAIDS","Revenue from other activities","R04",2017,8040694
"UNAIDS","Revenue from other activities","R04",2018,5130485
"UNAIDS","Revenue from other activities","R04",2019,7321831
"UNAIDS","Revenue from other activities","R04A",2020,1365668
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2010,227446000
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2011,241889000
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2012,217419512
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2013,234555363
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2014,230347576
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2015,196250098
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2016,177593925
"UNAIDS","Voluntary core (un-earmarked) contributions","R02",2017,172883829
"UNAIDS","Voluntary core (un-earmarked) contributions","R02A",2018,184762913
"UNAIDS","Voluntary core (un-earmarked) contributions","R02A",2019,179232372
"UNAIDS","Voluntary core (un-earmarked) contributions","R02A",2020,192340305
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2010,33778000
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2011,22378000
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2012,30454003
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2013,45786361
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2014,40431106
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2015,23291335
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2016,44445322
"UNAIDS","Voluntary non-core (earmarked) contributions","R03",2017,52112923
"UNAIDS","Voluntary non-core (earmarked) contributions","R03A",2018,1378812
"UNAIDS","Voluntary non-core (earmarked) contributions","R03E",2018,26309623
"UNAIDS","Voluntary non-core (earmarked) contributions","R03E",2019,41906057
"UNAIDS","Voluntary non-core (earmarked) contributions","R03E",2020,73932932
"UNAIDS","Voluntary non-core (earmarked) contributions","R03F",2018,2154437
"UNAIDS","Voluntary non-core (earmarked) contributions","R03F",2019,2051822
"UNAIDS","Voluntary non-core (earmarked) contributions","R03F",2020,1829208
"UNCDF","Revenue from other activities","R04",2017,3294563
"UNCDF","Revenue from other activities","R04",2018,3108613.88
"UNCDF","Revenue from other activities","R04",2019,4031000
"UNCDF","Revenue from other activities","R04A",2020,3243209.18
"UNCDF","Voluntary core (un-earmarked) contributions","R02",2017,9686964
"UNCDF","Voluntary core (un-earmarked) contributions","R02A",2018,15278040.43
"UNCDF","Voluntary core (un-earmarked) contributions","R02A",2019,6271083.77
"UNCDF","Voluntary core (un-earmarked) contributions","R02A",2020,7621243.04
"UNCDF","Voluntary non-core (earmarked) contributions","R03",2017,46743498
"UNCDF","Voluntary non-core (earmarked) contributions","R03A",2018,6752772.09
"UNCDF","Voluntary non-core (earmarked) contributions","R03A",2019,20307119.49
"UNCDF","Voluntary non-core (earmarked) contributions","R03A",2020,15579779.31
"UNCDF","Voluntary non-core (earmarked) contributions","R03B",2018,8295960.25
"UNCDF","Voluntary non-core (earmarked) contributions","R03B",2019,40438036.73
"UNCDF","Voluntary non-core (earmarked) contributions","R03B",2020,1713802.84
"UNCDF","Voluntary non-core (earmarked) contributions","R03D",2018,31903077.77
"UNCDF","Voluntary non-core (earmarked) contributions","R03D",2019,32028419.39
"UNCDF","Voluntary non-core (earmarked) contributions","R03D",2020,12509120.95
"UNCDF","Voluntary non-core (earmarked) contributions","R03E",2018,28466852.65
"UNCDF","Voluntary non-core (earmarked) contributions","R03E",2019,43709031.33
"UNCDF","Voluntary non-core (earmarked) contributions","R03E",2020,34581155.74
"UNCDF","Voluntary non-core (earmarked) contributions","R03F",2018,316183.01
"UNCDF","Voluntary non-core (earmarked) contributions","R03F",2019,855866
"UNCDF","Voluntary non-core (earmarked) contributions","R03F",2020,466582.09
"UNDP","Revenue from other activities","R04",2010,463042000
"UNDP","Revenue from other activities","R04",2011,440793047
"UNDP","Revenue from other activities","R04",2012,348174484
"UNDP","Revenue from other activities","R04",2013,316046094
"UNDP","Revenue from other activities","R04",2014,356470483
"UNDP","Revenue from other activities","R04",2015,348265392
"UNDP","Revenue from other activities","R04",2016,317451513
"UNDP","Revenue from other activities","R04",2017,344324601
"UNDP","Revenue from other activities","R04",2018,331731011
"UNDP","Revenue from other activities","R04",2019,356572900.4
"UNDP","Revenue from other activities","R04A",2020,161775322.5
"UNDP","Revenue from other activities","R04B",2020,-32329058.41
"UNDP","Revenue from other activities","R04C",2020,207807708.4
"UNDP","Voluntary core (un-earmarked) contributions","R02",2010,967132000
"UNDP","Voluntary core (un-earmarked) contributions","R02",2011,974803893
"UNDP","Voluntary core (un-earmarked) contributions","R02",2012,884356544
"UNDP","Voluntary core (un-earmarked) contributions","R02",2013,932901778
"UNDP","Voluntary core (un-earmarked) contributions","R02",2014,834989960
"UNDP","Voluntary core (un-earmarked) contributions","R02",2015,745714467
"UNDP","Voluntary core (un-earmarked) contributions","R02",2016,663566025
"UNDP","Voluntary core (un-earmarked) contributions","R02",2017,647298017
"UNDP","Voluntary core (un-earmarked) contributions","R02A",2018,646916138
"UNDP","Voluntary core (un-earmarked) contributions","R02A",2019,679169435.2
"UNDP","Voluntary core (un-earmarked) contributions","R02A",2020,535750857.4
"UNDP","Voluntary core (un-earmarked) contributions","R02B",2018,15480197
"UNDP","Voluntary core (un-earmarked) contributions","R02B",2019,14464289.47
"UNDP","Voluntary core (un-earmarked) contributions","R02B",2020,15394163.13
"UNDP","Voluntary non-core (earmarked) contributions","R03",2010,4311322000
"UNDP","Voluntary non-core (earmarked) contributions","R03",2011,4083971707
"UNDP","Voluntary non-core (earmarked) contributions","R03",2012,3856822208
"UNDP","Voluntary non-core (earmarked) contributions","R03",2013,3897009929
"UNDP","Voluntary non-core (earmarked) contributions","R03",2014,3809455039
"UNDP","Voluntary non-core (earmarked) contributions","R03",2015,3726179691
"UNDP","Voluntary non-core (earmarked) contributions","R03",2016,4121555285
"UNDP","Voluntary non-core (earmarked) contributions","R03",2017,4237462036
"UNDP","Voluntary non-core (earmarked) contributions","R03A",2017,7338858
"UNDP","Voluntary non-core (earmarked) contributions","R03A",2018,371759890
"UNDP","Voluntary non-core (earmarked) contributions","R03A",2019,571540051.4
"UNDP","Voluntary non-core (earmarked) contributions","R03A",2020,491938696.8
"UNDP","Voluntary non-core (earmarked) contributions","R03B",2018,66243621
"UNDP","Voluntary non-core (earmarked) contributions","R03B",2019,122090928.1
"UNDP","Voluntary non-core (earmarked) contributions","R03B",2020,376110513.2
"UNDP","Voluntary non-core (earmarked) contributions","R03C",2018,902576559
"UNDP","Voluntary non-core (earmarked) contributions","R03C",2019,343366265.3
"UNDP","Voluntary non-core (earmarked) contributions","R03C",2020,1641852817
"UNDP","Voluntary non-core (earmarked) contributions","R03D",2018,1080139750
"UNDP","Voluntary non-core (earmarked) contributions","R03D",2019,831148355
"UNDP","Voluntary non-core (earmarked) contributions","R03D",2020,1155320453
"UNDP","Voluntary non-core (earmarked) contributions","R03E",2018,2102116639
"UNDP","Voluntary non-core (earmarked) contributions","R03E",2019,1910692820
"UNDP","Voluntary non-core (earmarked) contributions","R03E",2020,2020640662
"UNDP","Voluntary non-core (earmarked) contributions","R03F",2018,61310
"UNDP","Voluntary non-core (earmarked) contributions","R03F",2019,85176.26
"UNDP","Voluntary non-core (earmarked) contributions","R03F",2020,96144.93
"UNEP","Assessed contributions","R01",2010,220982969
"UNEP","Assessed contributions","R01",2011,226843565
"UNEP","Assessed contributions","R01",2012,181791079
"UNEP","Assessed contributions","R01",2013,185153045.1
"UNEP","Assessed contributions","R01",2014,187997093
"UNEP","Assessed contributions","R01",2015,222817431
"UNEP","Assessed contributions","R01",2016,189637685
"UNEP","Assessed contributions","R01",2017,198867270
"UNEP","Assessed contributions","R01",2018,246960551.4
"UNEP","Assessed contributions","R01",2019,223540849.31
"UNEP","Assessed contributions","R01",2020,241624848.34
"UNEP","Revenue from other activities","R04",2010,0
"UNEP","Revenue from other activities","R04",2011,0
"UNEP","Revenue from other activities","R04",2012,8240929
"UNEP","Revenue from other activities","R04",2013,5447837.86
"UNEP","Revenue from other activities","R04",2014,6369268
"UNEP","Revenue from other activities","R04",2015,871000
"UNEP","Revenue from other activities","R04",2016,32195000
"UNEP","Revenue from other activities","R04",2017,25261000
"UNEP","Revenue from other activities","R04",2018,3413310.05
"UNEP","Revenue from other activities","R04",2019,31631801.5
"UNEP","Revenue from other activities","R04A",2020,34220044.63
"UNEP","Revenue from other activities","R04B",2020,138487.07
"UNEP","Voluntary core (un-earmarked) contributions","R02",2010,0
"UNEP","Voluntary core (un-earmarked) contributions","R02",2011,0
"UNEP","Voluntary core (un-earmarked) contributions","R02A",2018,69649474.6
"UNEP","Voluntary core (un-earmarked) contributions","R02A",2019,75187863.83
"UNEP","Voluntary core (un-earmarked) contributions","R02A",2020,81810335.77
"UNEP","Voluntary non-core (earmarked) contributions","R03",2010,174128745
"UNEP","Voluntary non-core (earmarked) contributions","R03",2011,159437395
"UNEP","Voluntary non-core (earmarked) contributions","R03",2012,371328095
"UNEP","Voluntary non-core (earmarked) contributions","R03",2013,440308986.8
"UNEP","Voluntary non-core (earmarked) contributions","R03",2014,507732408
"UNEP","Voluntary non-core (earmarked) contributions","R03",2015,432297007.1
"UNEP","Voluntary non-core (earmarked) contributions","R03",2016,498973266
"UNEP","Voluntary non-core (earmarked) contributions","R03",2017,443395667
"UNEP","Voluntary non-core (earmarked) contributions","R03A",2018,12194029
"UNEP","Voluntary non-core (earmarked) contributions","R03A",2019,122631905.63
"UNEP","Voluntary non-core (earmarked) contributions","R03A",2020,10429241.14
"UNEP","Voluntary non-core (earmarked) contributions","R03C",2018,148986429
"UNEP","Voluntary non-core (earmarked) contributions","R03C",2019,29913904.09
"UNEP","Voluntary non-core (earmarked) contributions","R03C",2020,282193252.99
"UNEP","Voluntary non-core (earmarked) contributions","R03E",2018,260545625
"UNEP","Voluntary non-core (earmarked) contributions","R03E",2019,328608220.62
"UNEP","Voluntary non-core (earmarked) contributions","R03E",2020,145413038.96
"UNESCO","Assessed contributions","R01",2010,377289657
"UNESCO","Assessed contributions","R01",2011,356474652
"UNESCO","Assessed contributions","R01",2012,352970673
"UNESCO","Assessed contributions","R01",2013,358615806.6
"UNESCO","Assessed contributions","R01",2014,367213296
"UNESCO","Assessed contributions","R01",2015,341374604
"UNESCO","Assessed contributions","R01",2016,322726978
"UNESCO","Assessed contributions","R01",2017,316326778
"UNESCO","Assessed contributions","R01",2018,336171018
"UNESCO","Assessed contributions","R01",2019,256217158
"UNESCO","Assessed contributions","R01",2020,262220298
"UNESCO","Revenue from other activities","R04",2010,64535367
"UNESCO","Revenue from other activities","R04",2011,68001863
"UNESCO","Revenue from other activities","R04",2012,48190574
"UNESCO","Revenue from other activities","R04",2013,56128938.4
"UNESCO","Revenue from other activities","R04",2014,50109167
"UNESCO","Revenue from other activities","R04",2015,49528579
"UNESCO","Revenue from other activities","R04",2016,45969646
"UNESCO","Revenue from other activities","R04",2017,70816887
"UNESCO","Revenue from other activities","R04",2018,50924109
"UNESCO","Revenue from other activities","R04",2019,55166497
"UNESCO","Revenue from other activities","R04A",2020,47310342
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2010,322778316
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2011,308945709
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2012,391039291
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2013,369512959
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2014,365096234
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2015,351554265
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2016,246327427
"UNESCO","Voluntary non-core (earmarked) contributions","R03",2017,261277654
"UNESCO","Voluntary non-core (earmarked) contributions","R03A",2018,4567564
"UNESCO","Voluntary non-core (earmarked) contributions","R03A",2019,6726224
"UNESCO","Voluntary non-core (earmarked) contributions","R03A",2020,14051835
"UNESCO","Voluntary non-core (earmarked) contributions","R03C",2018,6101410
"UNESCO","Voluntary non-core (earmarked) contributions","R03C",2019,12859289
"UNESCO","Voluntary non-core (earmarked) contributions","R03C",2020,39336262
"UNESCO","Voluntary non-core (earmarked) contributions","R03D",2018,28054589
"UNESCO","Voluntary non-core (earmarked) contributions","R03D",2019,15024433
"UNESCO","Voluntary non-core (earmarked) contributions","R03D",2020,37622565
"UNESCO","Voluntary non-core (earmarked) contributions","R03E",2018,246286911
"UNESCO","Voluntary non-core (earmarked) contributions","R03E",2019,300528969
"UNESCO","Voluntary non-core (earmarked) contributions","R03E",2020,242072495
"UNESCO","Voluntary non-core (earmarked) contributions","R03F",2018,11724485
"UNESCO","Voluntary non-core (earmarked) contributions","R03F",2019,12767933
"UNESCO","Voluntary non-core (earmarked) contributions","R03F",2020,12693902
"UNFCCC","Assessed contributions","R01",2017,30521614.02
"UNFCCC","Assessed contributions","R01",2018,34974451
"UNFCCC","Assessed contributions","R01",2019,32860867.43
"UNFCCC","Assessed contributions","R01",2020,33714452
"UNFCCC","Revenue from other activities","R04",2017,14949449
"UNFCCC","Revenue from other activities","R04",2018,17184961
"UNFCCC","Revenue from other activities","R04",2019,15984834
"UNFCCC","Revenue from other activities","R04A",2020,6282554
"UNFCCC","Revenue from other activities","R04B",2020,95771
"UNFCCC","Revenue from other activities","R04C",2020,14571851
"UNFCCC","Voluntary core (un-earmarked) contributions","R02",2017,2184027.39
"UNFCCC","Voluntary core (un-earmarked) contributions","R02A",2018,916293
"UNFCCC","Voluntary core (un-earmarked) contributions","R02A",2019,875500
"UNFCCC","Voluntary core (un-earmarked) contributions","R02A",2020,855957
"UNFCCC","Voluntary non-core (earmarked) contributions","R03",2017,38043022.94
"UNFCCC","Voluntary non-core (earmarked) contributions","R03E",2018,45975985
"UNFCCC","Voluntary non-core (earmarked) contributions","R03E",2019,35486159
"UNFCCC","Voluntary non-core (earmarked) contributions","R03E",2020,17195213
"UNFPA","Assessed contributions","R01",2017,0
"UNFPA","Revenue from other activities","R04",2010,34900000
"UNFPA","Revenue from other activities","R04",2011,38600000
"UNFPA","Revenue from other activities","R04",2012,9000000
"UNFPA","Revenue from other activities","R04",2013,49000000
"UNFPA","Revenue from other activities","R04",2014,61476000
"UNFPA","Revenue from other activities","R04",2015,57280000
"UNFPA","Revenue from other activities","R04",2016,56722000
"UNFPA","Revenue from other activities","R04",2017,92694000
"UNFPA","Revenue from other activities","R04",2018,87263495
"UNFPA","Revenue from other activities","R04",2019,105458859.4
"UNFPA","Revenue from other activities","R04A",2020,113429000
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2010,498100000
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2011,450700000
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2012,437500000
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2013,460000000
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2014,477389762.4
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2015,398197216.7
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2016,352807797
"UNFPA","Voluntary core (un-earmarked) contributions","R02",2017,349914000
"UNFPA","Voluntary core (un-earmarked) contributions","R02A",2018,378800379
"UNFPA","Voluntary core (un-earmarked) contributions","R02A",2019,373464631
"UNFPA","Voluntary core (un-earmarked) contributions","R02A",2020,416830980.1
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2010,357232000
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2011,450601000
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2012,533600000
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2013,504300000
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2014,529352644.6
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2015,581259701
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2016,485819404
"UNFPA","Voluntary non-core (earmarked) contributions","R03",2017,717589000
"UNFPA","Voluntary non-core (earmarked) contributions","R03A",2018,144301322
"UNFPA","Voluntary non-core (earmarked) contributions","R03A",2019,226755060.5
"UNFPA","Voluntary non-core (earmarked) contributions","R03A",2020,231174823.3
"UNFPA","Voluntary non-core (earmarked) contributions","R03B",2018,207503021
"UNFPA","Voluntary non-core (earmarked) contributions","R03B",2019,246414477.6
"UNFPA","Voluntary non-core (earmarked) contributions","R03B",2020,187732992.1
"UNFPA","Voluntary non-core (earmarked) contributions","R03D",2018,70442273
"UNFPA","Voluntary non-core (earmarked) contributions","R03D",2019,73159022.02
"UNFPA","Voluntary non-core (earmarked) contributions","R03D",2020,34402272.39
"UNFPA","Voluntary non-core (earmarked) contributions","R03E",2018,454144126
"UNFPA","Voluntary non-core (earmarked) contributions","R03E",2019,445346565.7
"UNFPA","Voluntary non-core (earmarked) contributions","R03E",2020,397445630
"UNFPA","Voluntary non-core (earmarked) contributions","R03F",2018,379181
"UNFPA","Voluntary non-core (earmarked) contributions","R03F",2019,-613198.26
"UNFPA","Voluntary non-core (earmarked) contributions","R03F",2020,577075.17
"UNHABITAT","Assessed contributions","R01",2012,12227000
"UNHABITAT","Assessed contributions","R01",2013,11965000
"UNHABITAT","Assessed contributions","R01",2014,12489000
"UNHABITAT","Assessed contributions","R01",2015,16935000
"UNHABITAT","Assessed contributions","R01",2016,14100000
"UNHABITAT","Assessed contributions","R01",2017,13563771.7
"UNHABITAT","Assessed contributions","R01",2018,14430151.25
"UNHABITAT","Assessed contributions","R01",2019,15295136.53
"UNHABITAT","Assessed contributions","R01",2020,15540469.83
"UNHABITAT","Revenue from other activities","R04",2010,4062000
"UNHABITAT","Revenue from other activities","R04",2011,3733000
"UNHABITAT","Revenue from other activities","R04",2012,12649095
"UNHABITAT","Revenue from other activities","R04",2013,12851437.1
"UNHABITAT","Revenue from other activities","R04",2014,4051000
"UNHABITAT","Revenue from other activities","R04",2015,1990000
"UNHABITAT","Revenue from other activities","R04",2016,1978219.65
"UNHABITAT","Revenue from other activities","R04",2017,10673734.49
"UNHABITAT","Revenue from other activities","R04",2018,7149067.07
"UNHABITAT","Revenue from other activities","R04",2019,23326087.47
"UNHABITAT","Revenue from other activities","R04A",2020,16508807.29
"UNHABITAT","Revenue from other activities","R04B",2020,104539.62
"UNHABITAT","Revenue from other activities","R04C",2020,13109141.01
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2010,28320193
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2011,29158557
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2012,10949737
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2013,8560203.29
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2014,7082844
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2015,2170827.16
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2016,2329523.38
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2017,2692810.7
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02A",2018,3593446.08
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02A",2019,5137774.71
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02A",2020,4860766.94
"UNHABITAT","Voluntary core (un-earmarked) contributions","R02B",2020,409965
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2010,165934162
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2011,199653833
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2012,135680168
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2013,173124359.7
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2014,169589156
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2015,156362701.9
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2016,208195457.2
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",2017,141879428.8
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03A",2018,6676899.66
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03A",2019,47304983.76
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03A",2020,6707956.32
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03B",2018,5576633.05
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03B",2020,12078538.03
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03D",2018,9901270.73
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03D",2019,4438375.84
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03E",2018,131416306
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03E",2019,88761175.92
"UNHABITAT","Voluntary non-core (earmarked) contributions","R03E",2020,138858739.99
"UNHCR","Assessed contributions","R01",2010,39640800
"UNHCR","Assessed contributions","R01",2011,44058600
"UNHCR","Assessed contributions","R01",2012,11855800
"UNHCR","Assessed contributions","R01",2013,38995500
"UNHCR","Assessed contributions","R01",2014,41024200
"UNHCR","Assessed contributions","R01",2015,48643700
"UNHCR","Assessed contributions","R01",2016,36660700
"UNHCR","Assessed contributions","R01",2017,47754500
"UNHCR","Assessed contributions","R01",2018,38642200
"UNHCR","Assessed contributions","R01",2019,43298146
