"year","agency","rev_type","sub_type","amount"
2014,"UNHABITAT","Assessed contributions","R01",12489000
2014,"UNHABITAT","Revenue from other activities","R04",4051000
2014,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",7082844
2014,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",169589156
2014,"UNHCR","Assessed contributions","R01",41024200
2014,"UNHCR","Revenue from other activities","R04",20734755.79
2014,"UNHCR","Voluntary core (un-earmarked) contributions","R02",548663011.2
2014,"UNHCR","Voluntary non-core (earmarked) contributions","R03",2445486252
2014,"UNICEF","Revenue from other activities","R04",94074687.3
2014,"UNICEF","Voluntary core (un-earmarked) contributions","R02",1231781787
2014,"UNICEF","Voluntary non-core (earmarked) contributions","R03",3843430717
2014,"UNIDO","Assessed contributions","R01",87727645.75
2014,"UNIDO","Revenue from other activities","R04",41341.39
2014,"UNIDO","Voluntary non-core (earmarked) contributions","R03",183450078.1
2014,"UNITAR","Revenue from other activities","R04",9224831.5
2014,"UNITAR","Voluntary core (un-earmarked) contributions","R02",111805.84
2014,"UNITAR","Voluntary non-core (earmarked) contributions","R03",19455241.07
2014,"UNODC","Assessed contributions","R01",31015950
2014,"UNODC","Revenue from other activities","R04",7620056
2014,"UNODC","Voluntary core (un-earmarked) contributions","R02",7177281
2014,"UNODC","Voluntary non-core (earmarked) contributions","R03",282826179
2014,"UNOPS","Revenue from other activities","R04",670003000
2014,"UNOPS","Voluntary non-core (earmarked) contributions","R03",3816000
2014,"UNRWA","Revenue from other activities","R04",20992963
2014,"UNRWA","Voluntary core (un-earmarked) contributions","R02",446463429
2014,"UNRWA","Voluntary non-core (earmarked) contributions","R03",874724457
2014,"UNU","Revenue from other activities","R04",6187000
2014,"UNU","Voluntary non-core (earmarked) contributions","R03",65684390
2014,"UNWOMEN","Assessed contributions","R01",7652000
2014,"UNWOMEN","Revenue from other activities","R04",2412556
2014,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",163663974
2014,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",159159736
2014,"UNWTO","Assessed contributions","R01",15766096.01
2014,"UNWTO","Revenue from other activities","R04",4112282.74
2014,"UNWTO","Voluntary non-core (earmarked) contributions","R03",2467494.53
2014,"UPU","Assessed contributions","R01",36056734.49
2014,"UPU","Revenue from other activities","R04",15590008.49
2014,"UPU","Voluntary non-core (earmarked) contributions","R03",13760699.66
2014,"WFP","Revenue from other activities","R04",69267054.18
2014,"WFP","Voluntary core (un-earmarked) contributions","R02",437898051.3
2014,"WFP","Voluntary non-core (earmarked) contributions","R03",4943204621
2014,"WHO","Assessed contributions","R01",492911698
2014,"WHO","Revenue from other activities","R04",34300639
2014,"WHO","Voluntary core (un-earmarked) contributions","R02",131949106
2014,"WHO","Voluntary non-core (earmarked) contributions","R03",1970230789
2014,"WIPO","Assessed contributions","R01",18134225.27
2014,"WIPO","Revenue from other activities","R04",347907605.4
2014,"WIPO","Voluntary non-core (earmarked) contributions","R03",9013207.94
2014,"WMO","Assessed contributions","R01",66109342.5
2014,"WMO","Revenue from other activities","R04",4349737.39
2014,"WMO","Voluntary non-core (earmarked) contributions","R03",11048420.27
2014,"WTO","Assessed contributions","R01",198826778.7
2014,"WTO","Revenue from other activities","R04",24566049.3
2014,"WTO","Voluntary non-core (earmarked) contributions","R03",21472579.89
2015,"DPKO","Assessed contributions","R01",8503612000
2015,"DPKO","Revenue from other activities","R04",71850000
2015,"DPKO","Voluntary non-core (earmarked) contributions","R03",195385000
2015,"FAO","Assessed contributions","R01",496622670.7
2015,"FAO","Revenue from other activities","R04",10288000
2015,"FAO","Voluntary non-core (earmarked) contributions","R03",743648142.6
2015,"IAEA","Assessed contributions","R01",377494582.1
2015,"IAEA","Revenue from other activities","R04",4661955.14
2015,"IAEA","Voluntary non-core (earmarked) contributions","R03",235747741.8
2015,"ICAO","Assessed contributions","R01",67646342.96
2015,"ICAO","Revenue from other activities","R04",22635285.2
2015,"ICAO","Voluntary non-core (earmarked) contributions","R03",106289972.6
2015,"IFAD","Voluntary core (un-earmarked) contributions","R02",221676000
2015,"IFAD","Voluntary non-core (earmarked) contributions","R03",93422000
2015,"ILO","Assessed contributions","R01",400630000
2015,"ILO","Revenue from other activities","R04",13300000
2015,"ILO","Voluntary non-core (earmarked) contributions","R03",225040782
2015,"IMO","Assessed contributions","R01",44625254.81
2015,"IMO","Revenue from other activities","R04",18963259.26
2015,"IMO","Voluntary non-core (earmarked) contributions","R03",8452364.44
2015,"IOM","Assessed contributions","R01",43148345
2015,"IOM","Revenue from other activities","R04",156663262
2015,"IOM","Voluntary core (un-earmarked) contributions","R02",6731290
2015,"IOM","Voluntary non-core (earmarked) contributions","R03",1396868852
2015,"ITC","Assessed contributions","R01",37156000
2015,"ITC","Revenue from other activities","R04",1663000
2015,"ITC","Voluntary core (un-earmarked) contributions","R02",6785000
2015,"ITC","Voluntary non-core (earmarked) contributions","R03",25023000
2015,"ITU","Assessed contributions","R01",127595358.2
2015,"ITU","Revenue from other activities","R04",42623419.78
2015,"ITU","Voluntary core (un-earmarked) contributions","R02",59398.59
2015,"ITU","Voluntary non-core (earmarked) contributions","R03",5612357.22
2015,"PAHO","Assessed contributions","R01",105620000
2015,"PAHO","Revenue from other activities","R04",613857226
2015,"PAHO","Voluntary non-core (earmarked) contributions","R03",650999124
2015,"UN","Assessed contributions","R01",2771359326
2015,"UN","Revenue from other activities","R04",682560364
2015,"UN","Voluntary non-core (earmarked) contributions","R03",2093877976
2015,"UNAIDS","Revenue from other activities","R04",6365170
2015,"UNAIDS","Voluntary core (un-earmarked) contributions","R02",196250098
2015,"UNAIDS","Voluntary non-core (earmarked) contributions","R03",23291335
2015,"UNDP","Revenue from other activities","R04",348265392
2015,"UNDP","Voluntary core (un-earmarked) contributions","R02",745714467
2015,"UNDP","Voluntary non-core (earmarked) contributions","R03",3726179691
2015,"UNEP","Assessed contributions","R01",222817431
2015,"UNEP","Revenue from other activities","R04",871000
2015,"UNEP","Voluntary non-core (earmarked) contributions","R03",432297007.1
2015,"UNESCO","Assessed contributions","R01",341374604
2015,"UNESCO","Revenue from other activities","R04",49528579
2015,"UNESCO","Voluntary non-core (earmarked) contributions","R03",351554265
2015,"UNFPA","Revenue from other activities","R04",57280000
2015,"UNFPA","Voluntary core (un-earmarked) contributions","R02",398197216.7
2015,"UNFPA","Voluntary non-core (earmarked) contributions","R03",581259701
2015,"UNHABITAT","Assessed contributions","R01",16935000
2015,"UNHABITAT","Revenue from other activities","R04",1990000
2015,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2170827.16
2015,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",156362701.9
2015,"UNHCR","Assessed contributions","R01",48643700
2015,"UNHCR","Revenue from other activities","R04",19380183.75
2015,"UNHCR","Voluntary core (un-earmarked) contributions","R02",735692970.8
2015,"UNHCR","Voluntary non-core (earmarked) contributions","R03",2778623534
2015,"UNICEF","Revenue from other activities","R04",106205809.3
2015,"UNICEF","Voluntary core (un-earmarked) contributions","R02",1067460516
2015,"UNICEF","Voluntary non-core (earmarked) contributions","R03",3835891146
2015,"UNIDO","Assessed contributions","R01",77899231.23
2015,"UNIDO","Revenue from other activities","R04",5618983.24
2015,"UNIDO","Voluntary non-core (earmarked) contributions","R03",250304787.3
2015,"UNITAR","Revenue from other activities","R04",15575
2015,"UNITAR","Voluntary core (un-earmarked) contributions","R02",1161611
2015,"UNITAR","Voluntary non-core (earmarked) contributions","R03",24244069.72
2015,"UNODC","Assessed contributions","R01",29003000
2015,"UNODC","Revenue from other activities","R04",7460000
2015,"UNODC","Voluntary core (un-earmarked) contributions","R02",4305620
2015,"UNODC","Voluntary non-core (earmarked) contributions","R03",234387804
2015,"UNOPS","Revenue from other activities","R04",682880000
2015,"UNOPS","Voluntary core (un-earmarked) contributions","R02",396000
2015,"UNRWA","Revenue from other activities","R04",23689000
2015,"UNRWA","Voluntary core (un-earmarked) contributions","R02",577591847
2015,"UNRWA","Voluntary non-core (earmarked) contributions","R03",611448924
2015,"UNU","Revenue from other activities","R04",2439000
2015,"UNU","Voluntary non-core (earmarked) contributions","R03",60827400
2015,"UNWOMEN","Assessed contributions","R01",7505355
2015,"UNWOMEN","Revenue from other activities","R04",4503000
2015,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",136053647.3
2015,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",170925798.7
2015,"UNWTO","Assessed contributions","R01",14647529.27
2015,"UNWTO","Revenue from other activities","R04",6147505.23
2015,"UNWTO","Voluntary non-core (earmarked) contributions","R03",2930322
2015,"UPU","Assessed contributions","R01",35911241.17
2015,"UPU","Revenue from other activities","R04",13128961.65
2015,"UPU","Voluntary non-core (earmarked) contributions","R03",20901991.93
2015,"WFP","Revenue from other activities","R04",103162433.9
2015,"WFP","Voluntary core (un-earmarked) contributions","R02",339147919.1
2015,"WFP","Voluntary non-core (earmarked) contributions","R03",4468563183
2015,"WHO","Assessed contributions","R01",467499153
2015,"WHO","Revenue from other activities","R04",39286690
2015,"WHO","Voluntary core (un-earmarked) contributions","R02",111729645
2015,"WHO","Voluntary non-core (earmarked) contributions","R03",1856625919
2015,"WIPO","Assessed contributions","R01",17962325.93
2015,"WIPO","Revenue from other activities","R04",357101347.9
2015,"WIPO","Voluntary non-core (earmarked) contributions","R03",10347717.98
2015,"WMO","Assessed contributions","R01",65842583.25
2015,"WMO","Revenue from other activities","R04",3085771.95
2015,"WMO","Voluntary core (un-earmarked) contributions","R02",5488330.98
2015,"WMO","Voluntary non-core (earmarked) contributions","R03",5087404.64
2015,"WTO","Assessed contributions","R01",198009349.1
2015,"WTO","Revenue from other activities","R04",22834141.27
2015,"WTO","Voluntary non-core (earmarked) contributions","R03",20703371.34
2016,"DPKO","Assessed contributions","R01",8282141000
2016,"DPKO","Revenue from other activities","R04",51808000
2016,"DPKO","Voluntary non-core (earmarked) contributions","R03",392407000
2016,"FAO","Assessed contributions","R01",487423968.3
2016,"FAO","Revenue from other activities","R04",38613000
2016,"FAO","Voluntary non-core (earmarked) contributions","R03",770409171
2016,"IAEA","Assessed contributions","R01",371183270.9
2016,"IAEA","Revenue from other activities","R04",8980150.63
2016,"IAEA","Voluntary non-core (earmarked) contributions","R03",251901739.5
2016,"ICAO","Assessed contributions","R01",77958246.68
2016,"ICAO","Revenue from other activities","R04",19126535.45
2016,"ICAO","Voluntary non-core (earmarked) contributions","R03",100802180.2
2016,"IFAD","Voluntary core (un-earmarked) contributions","R02",418292000
2016,"IFAD","Voluntary non-core (earmarked) contributions","R03",108504000
2016,"ILO","Assessed contributions","R01",398695000
2016,"ILO","Revenue from other activities","R04",18800000
2016,"ILO","Voluntary non-core (earmarked) contributions","R03",252406812
2016,"IMO","Assessed contributions","R01",36861689.11
2016,"IMO","Revenue from other activities","R04",16808714.81
2016,"IMO","Voluntary non-core (earmarked) contributions","R03",5052627.91
2016,"IOM","Assessed contributions","R01",45887855
2016,"IOM","Revenue from other activities","R04",104739271
2016,"IOM","Voluntary core (un-earmarked) contributions","R02",3455096
2016,"IOM","Voluntary non-core (earmarked) contributions","R03",1461551770
2016,"ITC","Assessed contributions","R01",37394000
2016,"ITC","Revenue from other activities","R04",2516000
2016,"ITC","Voluntary core (un-earmarked) contributions","R02",8877416
2016,"ITC","Voluntary non-core (earmarked) contributions","R03",18003584
2016,"ITU","Assessed contributions","R01",119890731.7
2016,"ITU","Revenue from other activities","R04",47178031.22
2016,"ITU","Voluntary core (un-earmarked) contributions","R02",382220.49
2016,"ITU","Voluntary non-core (earmarked) contributions","R03",4745984.39
2016,"PAHO","Assessed contributions","R01",102392503
2016,"PAHO","Revenue from other activities","R04",682895704
2016,"PAHO","Voluntary non-core (earmarked) contributions","R03",600020013
2016,"UN","Assessed contributions","R01",2548597758
2016,"UN","Revenue from other activities","R04",535372286.6
2016,"UN","Voluntary core (un-earmarked) contributions","R02",0
2016,"UN","Voluntary non-core (earmarked) contributions","R03",2062958967
2016,"UNAIDS","Revenue from other activities","R04",6667158
2016,"UNAIDS","Voluntary core (un-earmarked) contributions","R02",177593925
2016,"UNAIDS","Voluntary non-core (earmarked) contributions","R03",44445322
2016,"UNDP","Revenue from other activities","R04",317451513
2016,"UNDP","Voluntary core (un-earmarked) contributions","R02",663566025
2016,"UNDP","Voluntary non-core (earmarked) contributions","R03",4121555285
2016,"UNEP","Assessed contributions","R01",189637685
2016,"UNEP","Revenue from other activities","R04",32195000
2016,"UNEP","Voluntary non-core (earmarked) contributions","R03",498973266
2016,"UNESCO","Assessed contributions","R01",322726978
2016,"UNESCO","Revenue from other activities","R04",45969646
2016,"UNESCO","Voluntary non-core (earmarked) contributions","R03",246327427
2016,"UNFPA","Revenue from other activities","R04",56722000
2016,"UNFPA","Voluntary core (un-earmarked) contributions","R02",352807797
2016,"UNFPA","Voluntary non-core (earmarked) contributions","R03",485819404
2016,"UNHABITAT","Assessed contributions","R01",14100000
2016,"UNHABITAT","Revenue from other activities","R04",1978219.65
2016,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2329523.38
2016,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",208195457.2
2016,"UNHCR","Assessed contributions","R01",36660700
2016,"UNHCR","Revenue from other activities","R04",15239211.64
2016,"UNHCR","Voluntary core (un-earmarked) contributions","R02",714046273.9
2016,"UNHCR","Voluntary non-core (earmarked) contributions","R03",3207863109
2016,"UNICEF","Revenue from other activities","R04",126396849.6
2016,"UNICEF","Voluntary core (un-earmarked) contributions","R02",1185963513
2016,"UNICEF","Voluntary non-core (earmarked) contributions","R03",3571337357
2016,"UNIDO","Assessed contributions","R01",71374501.05
2016,"UNIDO","Revenue from other activities","R04",5394368.38
2016,"UNIDO","Voluntary non-core (earmarked) contributions","R03",227904498.8
2016,"UNITAR","Revenue from other activities","R04",114000
2016,"UNITAR","Voluntary core (un-earmarked) contributions","R02",300788
2016,"UNITAR","Voluntary non-core (earmarked) contributions","R03",23267212
2016,"UNODC","Assessed contributions","R01",30142000
2016,"UNODC","Revenue from other activities","R04",11199000
2016,"UNODC","Voluntary core (un-earmarked) contributions","R02",3690000
2016,"UNODC","Voluntary non-core (earmarked) contributions","R03",297173000
2016,"UNOPS","Revenue from other activities","R04",789934000
2016,"UNRWA","Revenue from other activities","R04",65197658
2016,"UNRWA","Voluntary core (un-earmarked) contributions","R02",608674154
2016,"UNRWA","Voluntary non-core (earmarked) contributions","R03",600813179
2016,"UNU","Revenue from other activities","R04",16653156
2016,"UNU","Voluntary non-core (earmarked) contributions","R03",49527398
2016,"UNWOMEN","Assessed contributions","R01",7615100
2016,"UNWOMEN","Revenue from other activities","R04",7216000
2016,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",140177012
2016,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",179560754
2016,"UNWTO","Assessed contributions","R01",14210134.56
2016,"UNWTO","Revenue from other activities","R04",4184240.68
2016,"UNWTO","Voluntary non-core (earmarked) contributions","R03",5181498.77
2016,"UPU","Assessed contributions","R01",34821917.07
2016,"UPU","Revenue from other activities","R04",24188480.98
2016,"UPU","Voluntary non-core (earmarked) contributions","R03",19763642.93
2016,"WFP","Revenue from other activities","R04",137861865.9
2016,"WFP","Voluntary core (un-earmarked) contributions","R02",663389999.3
2016,"WFP","Voluntary non-core (earmarked) contributions","R03",5107659913
2016,"WHO","Assessed contributions","R01",467725019
2016,"WHO","Revenue from other activities","R04",56793602
2016,"WHO","Voluntary core (un-earmarked) contributions","R02",113422867
2016,"WHO","Voluntary non-core (earmarked) contributions","R03",1726137299
2016,"WIPO","Assessed contributions","R01",16914146.34
2016,"WIPO","Revenue from other activities","R04",351414634.1
2016,"WIPO","Voluntary core (un-earmarked) contributions","R02",382439.02
2016,"WIPO","Voluntary non-core (earmarked) contributions","R03",9545365.85
2016,"WMO","Assessed contributions","R01",66613365.85
2016,"WMO","Revenue from other activities","R04",4897560.98
2016,"WMO","Voluntary core (un-earmarked) contributions","R02",3526002.03
2016,"WMO","Voluntary non-core (earmarked) contributions","R03",5381399.96
2016,"WTO","Assessed contributions","R01",191347844.9
2016,"WTO","Revenue from other activities","R04",11030112.2
2016,"WTO","Voluntary non-core (earmarked) contributions","R03",19303746.34
2017,"CTBTO","Assessed contributions","R01",119158506
2017,"CTBTO","Revenue from other activities","R04",2113268
2017,"CTBTO","Voluntary non-core (earmarked) contributions","R03",6742469
2017,"DPKO","Assessed contributions","R01",7853485000
2017,"DPKO","Revenue from other activities","R04",79091000
2017,"DPKO","Voluntary non-core (earmarked) contributions","R03",342939000
2017,"FAO","Assessed contributions","R01",473949640.3
2017,"FAO","Revenue from other activities","R04",38500213
2017,"FAO","Voluntary non-core (earmarked) contributions","R03",751094912.4
2017,"IAEA","Assessed contributions","R01",434492117.1
2017,"IAEA","Revenue from other activities","R04",7912684.59
2017,"IAEA","Voluntary non-core (earmarked) contributions","R03",259541532.7
2017,"ICAO","Assessed contributions","R01",79944443.63
2017,"ICAO","Revenue from other activities","R04",22266023.17
2017,"ICAO","Voluntary non-core (earmarked) contributions","R03",114008476.4
2017,"ICC","Assessed contributions","R01",167335329.7
2017,"ICC","Revenue from other activities","R04",453912.78
2017,"ICC","Voluntary non-core (earmarked) contributions","R03",1985393.07
2017,"IFAD","Revenue from other activities","R04",8512000
2017,"IFAD","Voluntary core (un-earmarked) contributions","R02",306323000
2017,"IFAD","Voluntary non-core (earmarked) contributions","R03",104016000
2017,"ILO","Assessed contributions","R01",369522195
2017,"ILO","Revenue from other activities","R04",20684803
2017,"ILO","Voluntary non-core (earmarked) contributions","R03",292995139
2017,"IMO","Assessed contributions","R01",40553794.08
2017,"IMO","Revenue from other activities","R04",18802636.61
2017,"IMO","Voluntary non-core (earmarked) contributions","R03",7485503.37
2017,"IOM","Assessed contributions","R01",49453975
2017,"IOM","Revenue from other activities","R04",100289705
2017,"IOM","Voluntary core (un-earmarked) contributions","R02",14880494
2017,"IOM","Voluntary non-core (earmarked) contributions","R03",1450077826
2017,"IOM","Voluntary non-core (earmarked) contributions","R03A",0
2017,"ITC","Assessed contributions","R01",35452560
2017,"ITC","Revenue from other activities","R04",1240858
2017,"ITC","Voluntary core (un-earmarked) contributions","R02",28868663
2017,"ITC","Voluntary non-core (earmarked) contributions","R03",61562342
2017,"ITU","Assessed contributions","R01",125143149.3
2017,"ITU","Revenue from other activities","R04",46562372.19
2017,"ITU","Voluntary core (un-earmarked) contributions","R02",655354.81
2017,"ITU","Voluntary non-core (earmarked) contributions","R03",10193118.61
2017,"PAHO","Assessed contributions","R01",102392503
2017,"PAHO","Revenue from other activities","R04",716469705
2017,"PAHO","Voluntary non-core (earmarked) contributions","R03",614189946
2017,"UN","Assessed contributions","R01",2578222622
2017,"UN","Revenue from other activities","R04",623014141.5
2017,"UN","Voluntary core (un-earmarked) contributions","R02",1903909
2017,"UN","Voluntary non-core (earmarked) contributions","R03",2279527317
2017,"UNAIDS","Revenue from other activities","R04",8040694
2017,"UNAIDS","Voluntary core (un-earmarked) contributions","R02",172883829
2017,"UNAIDS","Voluntary non-core (earmarked) contributions","R03",52112923
2017,"UNCDF","Revenue from other activities","R04",3294563
2017,"UNCDF","Voluntary core (un-earmarked) contributions","R02",9686964
2017,"UNCDF","Voluntary non-core (earmarked) contributions","R03",46743498
2017,"UNDP","Revenue from other activities","R04",344324601
2017,"UNDP","Voluntary core (un-earmarked) contributions","R02",647298017
2017,"UNDP","Voluntary non-core (earmarked) contributions","R03",4237462036
2017,"UNDP","Voluntary non-core (earmarked) contributions","R03A",7338858
2017,"UNEP","Assessed contributions","R01",198867270
2017,"UNEP","Revenue from other activities","R04",25261000
2017,"UNEP","Voluntary non-core (earmarked) contributions","R03",443395667
2017,"UNESCO","Assessed contributions","R01",316326778
2017,"UNESCO","Revenue from other activities","R04",70816887
2017,"UNESCO","Voluntary non-core (earmarked) contributions","R03",261277654
2017,"UNFCCC","Assessed contributions","R01",30521614.02
2017,"UNFCCC","Revenue from other activities","R04",14949449
2017,"UNFCCC","Voluntary core (un-earmarked) contributions","R02",2184027.39
2017,"UNFCCC","Voluntary non-core (earmarked) contributions","R03",38043022.94
2017,"UNFPA","Assessed contributions","R01",0
2017,"UNFPA","Revenue from other activities","R04",92694000
2017,"UNFPA","Voluntary core (un-earmarked) contributions","R02",349914000
2017,"UNFPA","Voluntary non-core (earmarked) contributions","R03",717589000
2017,"UNHABITAT","Assessed contributions","R01",13563771.7
2017,"UNHABITAT","Revenue from other activities","R04",10673734.49
2017,"UNHABITAT","Voluntary core (un-earmarked) contributions","R02",2692810.7
2017,"UNHABITAT","Voluntary non-core (earmarked) contributions","R03",141879428.8
2017,"UNHCR","Assessed contributions","R01",47754500
2017,"UNHCR","Revenue from other activities","R04",30662433.36
2017,"UNHCR","Voluntary core (un-earmarked) contributions","R02",703337927.4
2017,"UNHCR","Voluntary non-core (earmarked) contributions","R03",3271077051
2017,"UNHCR","Voluntary non-core (earmarked) contributions","R03A",173687675.7
2017,"UNICEF","Assessed contributions","R01",0
2017,"UNICEF","Revenue from other activities","R04",145744994
2017,"UNICEF","Voluntary core (un-earmarked) contributions","R02",1278100386
2017,"UNICEF","Voluntary non-core (earmarked) contributions","R03",5152898225
2017,"UNICEF","Voluntary non-core (earmarked) contributions","R03A",0
2017,"UNIDO","Assessed contributions","R01",79728221.03
2017,"UNIDO","Revenue from other activities","R04",3286767.55
2017,"UNIDO","Voluntary non-core (earmarked) contributions","R03",255799554.7
2017,"UNITAR","Revenue from other activities","R04",487674.28
2017,"UNITAR","Voluntary core (un-earmarked) contributions","R02",152304.09
2017,"UNITAR","Voluntary non-core (earmarked) contributions","R03",32114808.21
2017,"UNODC","Assessed contributions","R01",30638000
2017,"UNODC","Revenue from other activities","R04",14510000
2017,"UNODC","Voluntary core (un-earmarked) contributions","R02",4063000
2017,"UNODC","Voluntary non-core (earmarked) contributions","R03",342045000
2017,"UNOPS","Revenue from other activities","R04",834003966
2017,"UNRWA","Revenue from other activities","R04",54753966
2017,"UNRWA","Voluntary core (un-earmarked) contributions","R02",624912870
2017,"UNRWA","Voluntary non-core (earmarked) contributions","R03",559226192
2017,"UNSSC","Revenue from other activities","R04",451540.94
2017,"UNSSC","Voluntary core (un-earmarked) contributions","R02",4183646.8
2017,"UNSSC","Voluntary non-core (earmarked) contributions","R03",6713518.21
2017,"UNU","Revenue from other activities","R04",58090868
2017,"UNU","Voluntary non-core (earmarked) contributions","R03",48747514
2017,"UNWOMEN","Assessed contributions","R01",8314200
2017,"UNWOMEN","Revenue from other activities","R04",9553000
2017,"UNWOMEN","Voluntary core (un-earmarked) contributions","R02",146408646
2017,"UNWOMEN","Voluntary non-core (earmarked) contributions","R03",214240865
2017,"UNWTO","Assessed contributions","R01",16281150.54
2017,"UNWTO","Revenue from other activities","R04",5324177.67
2017,"UNWTO","Voluntary non-core (earmarked) contributions","R03",2696449.22
2017,"UPU","Assessed contributions","R01",36961495.91
2017,"UPU","Revenue from other activities","R04",15726451.94
2017,"UPU","Voluntary non-core (earmarked) contributions","R03",16570358.9
2017,"WFP","Revenue from other activities","R04",430959733
2017,"WFP","Voluntary core (un-earmarked) contributions","R02",391030136
2017,"WFP","Voluntary non-core (earmarked) contributions","R03",5588498310
2017,"WFP","Voluntary non-core (earmarked) contributions","R03A",20349650
2017,"WHO","Assessed contributions","R01",456710549
2017,"WHO","Revenue from other activities","R04",179279352
2017,"WHO","Voluntary core (un-earmarked) contributions","R02",80830696
2017,"WHO","Voluntary non-core (earmarked) contributions","R03",2058474774
2017,"WIPO","Assessed contributions","R01",18230061.35
2017,"WIPO","Revenue from other activities","R04",392178936.6
2017,"WIPO","Voluntary core (un-earmarked) contributions","R02",952965.24
2017,"WIPO","Voluntary non-core (earmarked) contributions","R03",11415132.92
2017,"WMO","Assessed contributions","R01",69814621.68
2017,"WMO","Revenue from other activities","R04",2013292.43
2017,"WMO","Voluntary core (un-earmarked) contributions","R02",5040813.91
2017,"WMO","Voluntary non-core (earmarked) contributions","R03",17016333.33
2017,"WTO","Assessed contributions","R01",200499005.1
2017,"WTO","Revenue from other activities","R04",1948210.4
2017,"WTO","Voluntary non-core (earmarked) contributions","R03",21364816.68
2018,"CTBTO","Assessed contributions","R01",128036236.5
2018,"CTBTO","Revenue from other activities","R04",3065500
2018,"CTBTO","Voluntary non-core (earmarked) contributions","R03E",1885080
2018,"CTBTO","Voluntary non-core (earmarked) contributions","R03F",1594987
2018,"DPKO","Assessed contributions","R01",7285707767
2018,"DPKO","Revenue from other activities","R04",96051000
2018,"DPKO","Voluntary non-core (earmarked) contributions","R03E",24844005.6
2018,"DPKO","Voluntary non-core (earmarked) contributions","R03F",337695835.2
2018,"FAO","Assessed contributions","R01",498851849.5
2018,"FAO","Revenue from other activities","R04",10802345.82
2018,"FAO","Voluntary core (un-earmarked) contributions","R02A",4745534.7
2018,"FAO","Voluntary core (un-earmarked) contributions","R02B",50724270.32
2018,"FAO","Voluntary non-core (earmarked) contributions","R03A",57472751.86
2018,"FAO","Voluntary non-core (earmarked) contributions","R03B",73453485.44
2018,"FAO","Voluntary non-core (earmarked) contributions","R03C",85916380.23
2018,"FAO","Voluntary non-core (earmarked) contributions","R03D",57541649.49
2018,"FAO","Voluntary non-core (earmarked) contributions","R03E",792181719.3
2018,"IAEA","Assessed contributions","R01",413357595.9
2018,"IAEA","Revenue from other activities","R04",14591017.12
2018,"IAEA","Voluntary non-core (earmarked) contributions","R03E",224855304.8
2018,"IAEA","Voluntary non-core (earmarked) contributions","R03F",15035388.13
2018,"IARC","Assessed contributions","R01",25247537.67
2018,"IARC","Revenue from other activities","R04",1608819.64
2018,"IARC","Voluntary core (un-earmarked) contributions","R02A",444611.1
2018,"IARC","Voluntary core (un-earmarked) contributions","R02B",1312.9
2018,"IARC","Voluntary non-core (earmarked) contributions","R03E",18127264.84
2018,"ICAO","Assessed contributions","R01",73216846.15
2018,"ICAO","Revenue from other activities","R04",27531509.16
2018,"ICAO","Voluntary non-core (earmarked) contributions","R03A",317606.59
2018,"ICAO","Voluntary non-core (earmarked) contributions","R03B",1003157.51
2018,"ICAO","Voluntary non-core (earmarked) contributions","R03D",127785755.3
2018,"ICAO","Voluntary non-core (earmarked) contributions","R03E",5670769.96
2018,"ICC","Assessed contributions","R01",166034695.2
2018,"ICC","Revenue from other activities","R04",652817.35
2018,"ICC","Voluntary non-core (earmarked) contributions","R03E",2326638.13
2018,"IFAD","Revenue from other activities","R04",64393000
2018,"IFAD","Voluntary core (un-earmarked) contributions","R02A",217842469
2018,"IFAD","Voluntary non-core (earmarked) contributions","R03B",1429000
2018,"IFAD","Voluntary non-core (earmarked) contributions","R03C",59662000
2018,"IFAD","Voluntary non-core (earmarked) contributions","R03D",8103791
2018,"IFAD","Voluntary non-core (earmarked) contributions","R03E",91893000
2018,"ILO","Assessed contributions","R01",386793588.2
2018,"ILO","Revenue from other activities","R04",49210897.17
2018,"ILO","Voluntary core (un-earmarked) contributions","R02A",12726186.7
2018,"ILO","Voluntary non-core (earmarked) contributions","R03A",6719657.33
2018,"ILO","Voluntary non-core (earmarked) contributions","R03D",20830251.57
2018,"ILO","Voluntary non-core (earmarked) contributions","R03E",208258716.9
2018,"ILO","Voluntary non-core (earmarked) contributions","R03F",7386913.87
2018,"IMO","Assessed contributions","R01",40289442.48
2018,"IMO","Revenue from other activities","R04",20820544.88
2018,"IMO","Voluntary non-core (earmarked) contributions","R03A",2176985.28
2018,"IMO","Voluntary non-core (earmarked) contributions","R03B",18356.51
2018,"IMO","Voluntary non-core (earmarked) contributions","R03E",9841857.74
2018,"IOM","Assessed contributions","R01",51869419
2018,"IOM","Revenue from other activities","R04",12941248
2018,"IOM","Voluntary core (un-earmarked) contributions","R02A",30056364
